id,x,y
0,65.343575,272.44058
0,70.26371,270.3018
0,78.23723,269.28482
0,77.79123,269.84827
0,85.52791,268.73468
0,83.25689,266.68362
0,90.08842,262.20837
0,86.35292,265.23886
0,88.0507,259.90045
0,92.09535,258.61542
0,93.5895,259.77737
0,92.44866,262.09695
0,91.68105,255.345
0,97.445694,256.0534
0,94.29787,261.943
0,102.71543,259.05154
0,103.77994,259.4612
0,102.06596,259.58777
0,99.968864,250.40224
0,100.85376,253.1103
0,105.95963,247.95267
0,102.94114,245.96567
0,103.62378,242.6403
0,108.30179,242.92717
0,103.91672,237.02734
0,104.46911,235.29776
0,99.07333,232.41525
0,105.825455,231.96074
0,106.57677,227.61507
0,104.68336,226.2869
0,101.98981,221.93648
0,101.97465,225.09874
0,103.511345,225.11455
0,100.22436,220.95264
0,97.304596,223.15892
0,90.766464,222.44398
0,93.430626,227.55275
0,94.20576,216.49757
0,91.08912,219.7192
0,87.21629,223.75739
0,90.75528,215.15524
0,92.83172,215.8654
0,90.80856,209.32724
0,86.26827,211.01587
0,89.2859,203.73116
0,93.52157,195.50069
0,95.41754,197.37611
0,96.93169,196.06522
0,102.53246,184.69603
0,100.26602,192.7232
0,100.8474,192.86891
0,103.48479,191.57025
0,95.71385,185.1513
0,94.43664,180.43782
0,102.6019,186.97932
0,102.36421,178.09064
0,101.8936,178.29565
0,94.09851,172.17235
0,101.8729,182.01152
0,97.62707,173.31114
0,97.16606,177.2514
0,91.32421,175.1187
0,96.31069,169.34839
0,88.391365,167.92732
0,93.67827,154.3693
0,96.97438,152.07994
0,90.438385,149.37617
0,84.67874,151.4627
0,91.65113,154.04
0,82.5564,143.84895
0,86.73976,136.59541
0,83.9953,140.06342
0,84.15917,134.25105
0,77.785,139.86476
0,77.41971,130.18463
0,77.65537,129.59395
0,73.07509,128.2895
0,73.03537,122.108086
0,74.76176,121.36948
0,64.136536,119.05923
0,64.31119,114.68343
0,70.22061,114.90941
0,71.61682,106.18544
0,72.318245,102.98852
0,71.05656,113.34355
0,73.69411,110.75913
0,71.50602,106.41009
0,68.57635,102.81653
0,65.33361,98.73913
0,58.932644,99.8497
0,63.41444,97.74318
0,61.367657,95.09947
0,61.661125,96.40212
0,57.550423,94.77665
0,52.933083,90.41917
0,52.28555,90.03596
0,46.282738,82.0942
0,45.10055,81.1197
0,49.065178,81.324425
0,47.714596,72.76567
0,55.585407,70.93451
0,45.170837,67.81692
0,45.240185,66.541374
0,41.724224,55.541668
0,38.896294,50.113297
0,36.865364,56.47948
0,38.58645,46.478355
0,37.68464,50.088123
0,38.14619,43.490322
0,40.047977,44.16499
0,29.259375,40.917152
0,31.361633,42.124256
0,40.480488,31.2936
0,34.664288,25.78498
0,37.93862,23.51631
0,37.51305,19.493034
0,35.191525,15.66192
0,40.281,18.093815
0,40.11189,18.59198
0,33.85387,12.221525
0,31.053663,13.609033
0,28.562126,-1.0172749
0,29.374943,-0.3567221
0,34.573875,-2.9748473
0,33.650074,-10.378648
0,34.189434,-7.7099514
0,33.234356,-8.036556
0,37.601418,-14.648419
0,34.153362,-15.429633
0,34.64808,-19.650593
0,32.886276,-18.180544
0,37.04815,-19.285133
0,37.23982,-28.925148
0,42.486507,-22.928234
0,33.624847,-25.423895
0,29.498705,-36.192463
0,31.795164,-32.21884
0,32.456818,-33.583515
0,37.55508,-44.608204
0,30.78909,-40.0426
0,30.269186,-45.19976
0,30.758106,-46.485764
0,34.642708,-46.438988
0,35.9733,-54.012676
0,36.78103,-58.935318
0,32.75935,-56.2102
0,35.117844,-62.045967
0,41.68957,-59.10637
0,33.318123,-69.0031
0,30.533274,-73.61531
0,31.14125,-68.76195
0,38.553303,-77.28313
0,36.05441,-75.51614
0,38.37833,-75.92776
0,39.657883,-76.968796
0,37.423256,-74.93743
0,40.509644,-78.86772
0,38.12396,-79.71592
0,44.65284,-74.98349
0,41.70561,-76.3692
0,45.411205,-74.42503
0,42.95376,-83.105034
0,43.101635,-76.17502
0,42.481865,-89.58251
0,38.22731,-82.807556
0,35.920815,-82.3857
0,37.690533,-83.948326
0,32.39523,-89.302505
0,37.899414,-85.00726
0,34.013165,-90.77326
0,35.22845,-78.77357
0,33.123833,-84.01633
0,37.476303,-82.72728
0,25.701113,-86.277466
0,28.778767,-83.218925
0,26.291489,-84.8101
0,21.375975,-80.335754
0,26.79145,-94.6257
0,20.229727,-88.72078
0,17.63614,-88.94809
0,18.136078,-86.896
0,15.002587,-88.07629
0,18.956625,-87.105835
0,13.042555,-88.61908
0,17.125286,-86.9504
0,8.281824,-88.45451
0,10.2636385,-86.702835
0,8.864228,-86.73856
0,5.6805267,-82.13571
0,1.7485677,-88.12825
0,6.029126,-87.3727
0,1.184362,-86.25357
0,0.2144994,-82.95374
0,-2.772549,-80.61449
0,-9.882731,-83.70498
0,-8.316097,-84.25548
0,-9.684207,-88.790344
0,-1.1727456,-80.029495
0,-5.325413,-87.428734
0,-11.48905,-82.84714
0,-16.275858,-85.06247
0,-19.358477,-76.22243
0,-19.283018,-78.89765
0,-19.266958,-74.88608
0,-15.748643,-76.40923
0,-16.058527,-75.68907
0,-18.03697,-71.24671
0,-19.526628,-71.34916
0,-18.213337,-74.37041
0,-19.155529,-65.41221
0,-23.360985,-66.04644
0,-30.076237,-69.55832
0,-23.34454,-68.2238
0,-29.853348,-69.20862
0,-22.818844,-65.53432
0,-27.823278,-67.50752
0,-38.252888,-59.523315
0,-31.227743,-58.551186
0,-37.197544,-58.513943
0,-28.199396,-53.37914
0,-42.34208,-44.35924
0,-38.660416,-46.523155
0,-30.531244,-41.20222
0,-36.47486,-40.32492
0,-36.17661,-37.965652
0,-39.437073,-31.989756
0,-34.70096,-37.229576
0,-40.013687,-25.104239
0,-49.868603,-18.98468
0,-42.28309,-24.393703
0,-50.64908,-20.342888
0,-52.722904,-21.60816
0,-53.88615,-14.59645
0,-54.522953,-10.7871475
0,-55.7782,-15.191559
0,-58.073917,-12.402368
0,-57.48641,-8.148262
0,-60.865387,-11.169402
0,-58.104385,6.8790383
0,-64.188866,-2.4047792
0,-60.078636,5.092605
0,-60.064434,1.9469129
0,-61.015366,3.5913906
0,-62.800163,6.276469
0,-60.619274,15.26951
0,-67.9573,17.939035
0,-74.67482,19.616331
0,-67.45155,14.760541
0,-72.830246,21.976114
0,-72.55056,17.114836
0,-77.00492,21.074749
0,-80.96411,34.63918
0,-71.90881,31.37895
0,-75.59453,20.07246
0,-63.32342,34.478714
0,-68.69888,40.901096
0,-72.26281,33.09149
0,-73.33352,38.691853
0,-72.560555,42.635242
0,-77.043625,40.325623
0,-70.45281,40.65952
0,-77.090294,53.770927
0,-72.22802,44.46262
0,-68.52958,44.3748
0,-80.51104,54.360565
0,-68.38748,53.797726
0,-68.09263,57.85886
0,-69.41554,60.284233
0,-65.23092,56.222904
0,-67.72514,72.25642
0,-72.62273,66.995155
0,-69.66263,77.06237
0,-74.258286,74.81304
0,-72.890785,62.848648
0,-70.174446,76.22765
0,-72.947655,75.41446
0,-71.36499,83.19428
0,-81.373085,83.038826
0,-77.91922,83.801
0,-67.05143,91.05333
0,-73.25285,97.27135
0,-78.9558,89.27636
0,-75.6537,98.76098
0,-76.75085,87.76381
0,-80.89983,101.8288
0,-78.11039,103.48557
0,-85.526054,114.850204
0,-81.61253,114.43006
0,-78.27563,119.77046
0,-79.08643,121.53682
0,-83.17285,106.073105
0,-82.69259,120.97727
0,-84.67261,118.55963
0,-82.42232,114.519714
0,-77.60245,117.62227
0,-85.65509,132.03265
0,-78.796486,140.77203
0,-76.998634,127.16926
0,-84.59514,140.84802
0,-82.03834,135.72223
0,-72.72091,141.01053
0,-73.98716,153.2868
0,-70.40552,147.33154
0,-79.19785,147.58769
0,-75.30411,147.25925
0,-77.23299,149.00658
0,-83.73379,155.46599
0,-84.031784,151.14499
0,-84.54655,156.58034
0,-83.95983,151.35582
0,-78.44596,155.40819
0,-74.06861,169.68173
0,-71.8166,167.98396
1,-121.827194,197.85616
1,-123.71356,202.16695
1,-129.73077,211.04924
1,-121.251236,212.99171
1,-119.278595,198.36719
1,-124.56066,201.39578
1,-112.79947,205.80774
1,-110.773346,203.40317
1,-102.709114,203.85991
1,-103.22089,194.50134
1,-100.983536,204.78203
1,-99.151024,214.17613
1,-91.03877,198.90231
1,-93.3808,210.55048
1,-106.433105,210.98204
1,-94.70763,212.77559
1,-96.50416,210.78102
1,-97.49072,212.90988
1,-94.73303,211.1757
1,-90.41579,216.26111
1,-88.55719,211.41672
1,-86.69539,218.48424
1,-75.80613,226.70161
1,-80.20845,226.29924
1,-72.604164,223.50768
1,-74.27314,228.13414
1,-75.2403,238.44603
1,-70.35411,234.3987
1,-70.99055,238.6851
1,-72.91613,233.11507
1,-76.75429,256.12775
1,-63.132298,246.63245
1,-65.14728,251.54463
1,-61.67239,251.45068
1,-57.375458,260.93387
1,-52.072296,256.6397
1,-52.76139,262.57977
1,-50.828255,266.80353
1,-60.854298,262.9173
1,-43.037086,277.01404
1,-50.293507,280.4429
1,-50.362247,268.39432
1,-47.76804,263.2444
1,-43.846657,271.77692
1,-47.19895,278.4201
1,-39.051037,271.56036
1,-24.211735,276.64404
1,-34.17526,276.88034
1,-38.445908,291.61646
1,-22.254251,287.18066
1,-28.967169,285.86047
1,-28.626139,287.4207
1,-26.78643,292.72882
1,-24.908981,293.62643
1,-15.17978,290.84183
1,-13.556249,295.29333
1,-8.921399,293.41507
1,-9.575735,296.5657
1,4.530966,302.60562
1,5.4247,292.38632
1,1.5555663,293.29462
1,6.175997,312.13895
1,15.541447,304.527
1,18.68048,312.82446
1,27.999899,290.54944
1,20.640522,303.36743
1,21.568434,314.48895
1,23.837282,309.40128
1,19.380941,308.00235
1,30.130852,309.9351
1,12.951909,314.02438
1,26.919518,314.83215
1,20.116243,301.25662
1,34.40644,301.79095
1,34.126106,294.24158
1,47.89079,298.4881
1,40.56431,309.84702
1,41.996952,299.55392
1,36.78397,308.47513
1,49.58579,303.17215
1,62.574024,297.75516
1,55.9294,303.31183
1,65.022156,315.19327
1,66.065834,306.75327
1,59.03402,295.48184
1,63.49389,290.59824
1,70.52286,300.96136
1,64.46988,289.90244
1,73.51688,291.0626
1,87.189735,289.2003
1,80.98556,287.83575
1,95.21603,285.38165
1,87.65981,282.1951
1,97.31758,283.42618
1,90.93511,277.3355
1,91.66781,273.91473
1,98.95808,268.71313
1,102.3064,276.93405
1,105.19852,280.33368
1,105.35972,267.90094
1,108.85715,272.909
1,101.36769,281.0692
1,114.38537,271.41592
1,111.05191,278.52737
1,108.61676,278.1018
1,104.967766,264.46106
1,109.07463,269.4355
1,114.968,265.83255
1,107.540596,266.2119
1,118.17101,257.51575
1,119.654854,258.26233
1,107.92011,247.06387
1,114.28759,250.0052
1,105.78992,256.27414
1,114.446365,252.41496
1,122.31906,243.25003
1,113.24446,237.2054
1,110.382286,231.81909
1,115.858475,234.5128
1,114.0151,238.30458
1,117.383896,225.19608
1,107.97422,226.62326
1,102.626755,233.2758
1,107.97972,240.9716
1,105.0827,220.70416
1,98.616554,232.27507
1,100.7688,241.60695
1,107.51709,229.08078
1,106.8151,226.50862
1,104.85865,213.46754
1,95.47153,225.98775
1,99.64745,221.40276
1,106.29908,199.78195
1,112.34723,211.59187
1,112.51708,202.234
1,121.617584,191.64288
1,114.3008,201.30643
1,117.48166,204.37718
1,116.30742,204.11392
1,105.07007,194.2164
1,107.45689,189.16277
1,121.62003,200.81763
1,115.98123,190.0455
1,117.04626,193.3861
1,110.25332,177.68399
1,119.509865,198.17339
1,107.56708,180.04285
1,115.92987,193.6547
1,105.01195,187.87569
1,107.56399,177.17192
1,98.58019,184.03928
1,106.17699,163.40538
1,111.938705,166.66522
1,106.18359,160.73279
1,96.607735,166.02934
1,108.693504,170.19304
1,87.94998,148.87471
1,100.49375,144.28746
1,93.78636,152.43964
1,102.64414,143.441
1,87.97526,149.38141
1,85.02011,133.09328
1,85.89911,146.58403
1,86.97675,142.97775
1,85.00519,128.67107
1,93.13676,131.34714
1,74.16902,126.54716
1,73.12963,122.06723
1,81.1674,125.31658
1,87.10959,112.583496
1,82.97757,107.25126
1,85.46407,125.63772
1,88.61495,126.221985
1,83.67827,119.57939
1,87.053566,108.788635
1,78.50064,106.88137
1,73.801636,107.43656
1,75.42278,108.06973
1,72.73838,103.14179
1,71.02217,102.12006
1,68.060715,100.28421
1,65.99176,101.43542
1,58.591198,105.39545
1,54.84353,81.232285
1,48.461178,85.62505
1,57.863655,82.79658
1,56.572002,79.51655
1,71.834,76.37738
1,51.156784,82.587975
1,59.866207,77.31817
1,49.84437,63.25208
1,44.36165,53.066982
1,39.47068,67.58693
1,46.934525,53.317764
1,39.29737,60.868866
1,51.188457,56.19196
1,46.890522,53.798206
1,35.811714,49.088463
1,36.489784,52.22564
1,50.281315,35.198727
1,42.342205,27.500298
1,50.949554,26.624735
1,44.08257,23.612343
1,47.90608,20.942026
1,46.72132,17.398296
1,47.30781,26.265196
1,47.653812,21.943117
1,35.534378,21.53675
1,37.060493,-0.23369028
1,36.15893,11.793856
1,42.5913,1.5333618
1,41.160786,-9.6871805
1,39.496662,-5.524088
1,37.411983,-4.1392765
1,44.237038,-4.0310645
1,42.76916,-12.574458
1,45.88074,-19.502277
1,42.57744,-17.405334
1,48.89248,-11.96272
1,44.956875,-20.793398
1,54.083324,-19.141926
1,42.7026,-21.003836
1,34.844368,-35.15416
1,39.46482,-21.530888
1,36.465256,-23.96443
1,49.372356,-46.05808
1,33.242573,-30.7884
1,37.496128,-40.66306
1,37.02785,-44.241146
1,46.828194,-39.913525
1,47.77669,-54.25236
1,43.328636,-59.002968
1,37.59039,-50.463535
1,43.920395,-65.42069
1,47.244198,-55.959442
1,39.93772,-65.51321
1,36.24845,-72.06332
1,28.310135,-65.13379
1,43.41563,-74.31334
1,39.744625,-64.04856
1,39.643513,-77.32189
1,50.617508,-74.70021
1,45.087074,-69.265724
1,41.35785,-82.2203
1,43.90646,-80.991005
1,45.086357,-68.17678
1,48.30145,-69.123856
1,57.930683,-68.097824
1,50.47074,-83.51983
1,50.655384,-70.051346
1,46.42024,-89.68692
1,40.932392,-77.44955
1,40.033752,-81.88236
1,47.41445,-74.27313
1,31.02435,-90.28444
1,43.981274,-78.30044
1,35.432728,-82.12439
1,35.160606,-70.73615
1,34.1927,-73.37121
1,35.53855,-74.01763
1,22.133196,-82.92647
1,26.466637,-73.310814
1,24.681915,-85.06692
1,12.834729,-79.76033
1,24.540749,-96.60436
1,16.493544,-83.690315
1,16.516489,-82.116776
1,15.161916,-83.8476
1,7.707628,-86.9481
1,13.202166,-82.10682
1,1.173256,-85.275215
1,6.494996,-84.47469
1,-5.2719245,-83.878654
1,-0.28962198,-84.92683
1,3.2848172,-83.65546
1,-10.259613,-77.63267
1,-14.900248,-87.27049
1,-9.668296,-92.08428
1,-17.675234,-83.763855
1,-13.758874,-84.256134
1,-17.432577,-78.72725
1,-29.116129,-80.60908
1,-29.630487,-81.273346
1,-28.362337,-89.35191
1,-15.8293085,-70.884926
1,-19.305756,-87.86359
1,-30.89458,-79.91699
1,-30.982872,-91.612076
1,-41.174953,-67.10022
1,-44.599964,-77.01368
1,-41.670074,-69.68946
1,-40.211548,-75.25599
1,-41.48631,-75.09022
1,-36.7254,-70.51142
1,-42.37751,-72.55819
1,-33.66552,-79.201
1,-43.938084,-65.20301
1,-48.15088,-65.625534
1,-57.968117,-72.74772
1,-49.994694,-66.21642
1,-55.041763,-69.880394
1,-46.763954,-61.79055
1,-53.825333,-63.11129
1,-64.280785,-60.325474
1,-56.153587,-60.006992
1,-68.85348,-62.89726
1,-57.37639,-54.217266
1,-73.65436,-39.892864
1,-67.495094,-43.246346
1,-54.735218,-35.579304
1,-63.977177,-36.219517
1,-58.916916,-36.61968
1,-65.71457,-33.68666
1,-67.27461,-33.207954
1,-71.32277,-20.396479
1,-81.10188,-12.30171
1,-69.98693,-16.18752
1,-84.02725,-16.896126
1,-94.221985,-22.08543
1,-89.451775,-10.731658
1,-86.47537,-3.7450328
1,-85.974495,-14.812628
1,-91.66802,-3.1240587
1,-90.282394,-1.6611173
1,-99.80325,-11.660407
1,-97.09275,18.769014
1,-101.29687,3.793421
1,-97.39124,10.86233
1,-96.60929,1.7208844
1,-101.922485,8.055609
1,-99.674194,13.65829
1,-92.15103,26.328608
1,-115.919624,25.447145
1,-118.651886,31.64308
1,-106.67274,19.102552
1,-115.93498,28.876703
1,-112.95311,20.36069
1,-117.37767,25.163277
1,-130.26892,43.35838
1,-115.797134,38.81743
1,-121.71692,31.44655
1,-103.57629,50.317627
1,-114.349365,51.010895
1,-113.28042,36.786663
1,-121.25921,46.8505
1,-117.576546,52.804363
1,-122.20834,41.931034
1,-119.73558,46.940872
1,-121.66084,67.816536
1,-119.17261,58.360092
1,-113.745575,49.88537
1,-125.38594,61.970993
1,-110.49782,56.49087
1,-108.6845,66.20465
1,-114.6862,64.06949
1,-112.737465,63.20087
1,-104.98532,91.08496
1,-116.700226,77.11805
1,-118.38348,81.757034
1,-119.42796,82.64151
1,-122.17513,69.76656
1,-113.47032,85.17453
1,-113.327576,82.7145
1,-115.24865,93.40946
1,-133.9231,99.810814
1,-121.57541,89.227165
1,-107.08872,96.02243
1,-121.67974,107.13292
1,-128.43352,98.47428
1,-127.13637,110.30186
1,-117.874115,99.57187
1,-129.53296,115.86657
1,-121.86108,110.49285
1,-135.55882,124.34241
1,-131.25656,126.74079
1,-131.75049,136.1308
1,-126.82158,132.50375
1,-136.09581,118.41207
1,-134.47775,135.14905
1,-133.62099,125.077995
1,-134.3815,125.4754
1,-126.63166,119.24734
1,-133.88629,148.53976
1,-133.0059,157.54106
1,-124.965324,131.051
1,-132.55898,149.68677
1,-133.36087,153.16127
1,-121.51055,149.3864
1,-122.56952,161.47647
1,-115.815575,152.65074
1,-133.64542,158.71362
1,-123.35842,161.35326
1,-122.92411,160.24518
1,-128.03731,170.78839
1,-133.17221,167.89583
1,-130.5588,163.8373
1,-137.25409,159.25587
1,-125.56604,165.75102
1,-117.89602,185.91255
1,-126.965866,181.73183
2,-156.1644,238.47513
2,-150.924,234.08554
2,-145.99174,223.98247
2,-143.95195,227.12753
2,-143.3501,241.74332
2,-124.90942,233.06139
2,-134.19298,221.64658
2,-133.66208,235.69672
2,-137.081,217.04765
2,-131.5914,244.25745
2,-124.152336,223.56738
2,-120.302574,225.6039
2,-129.27826,246.07338
2,-116.68095,227.6476
2,-104.80148,225.56842
2,-106.22126,238.88287
2,-109.53514,227.82166
2,-102.22245,239.21675
2,-97.13471,235.63847
2,-95.23587,235.76547
2,-96.696686,236.63144
2,-86.93761,244.37909
2,-84.79546,226.35522
2,-86.24593,229.7669
2,-84.3987,241.061
2,-71.36103,243.7228
2,-64.39729,237.7524
2,-76.12263,233.22473
2,-69.48618,251.11444
2,-64.88276,240.02023
2,-57.300087,229.8425
2,-61.13521,238.65019
2,-59.746773,240.08636
2,-52.746025,239.12265
2,-43.900963,237.07411
2,-50.826637,225.7673
2,-49.0464,228.98503
2,-45.88978,246.8095
2,-37.62799,243.35474
2,-43.873665,233.08334
2,-37.206955,244.31776
2,-31.323,244.39091
2,-20.885561,244.55707
2,-32.29512,240.8571
2,-24.604855,246.30737
2,-12.463615,255.04376
2,-20.840183,234.35323
2,-17.456388,237.89668
2,-1.9492924,230.81517
2,-21.103117,237.90936
2,-10.375825,247.02469
2,6.0643506,244.30121
2,7.5599003,251.27928
2,4.563305,245.19016
2,16.825949,243.79012
2,8.670867,246.33002
2,6.6542087,252.32735
2,19.769821,247.47794
2,11.034151,255.85469
2,19.74063,257.30804
2,30.582205,262.43845
2,24.709631,242.23326
2,30.587357,249.6483
2,27.876638,252.02762
2,30.904833,259.86093
2,37.47373,249.1802
2,47.112995,254.43974
2,43.215496,268.9382
2,46.853077,254.1294
2,46.202152,245.87944
2,69.12393,245.28342
2,48.54267,252.48601
2,67.755035,257.10025
2,52.008404,262.79868
2,54.619255,246.82053
2,50.973637,255.37411
2,68.131424,246.85716
2,65.9149,246.308
2,70.33113,253.49257
2,77.62491,245.58502
2,75.90589,248.29654
2,79.84834,243.68907
2,80.29828,243.36485
2,85.58961,245.77837
2,85.303185,257.06485
2,87.743774,251.03848
2,88.255905,247.38928
2,104.53478,257.09586
2,98.28556,249.90407
2,100.42776,243.79362
2,106.51645,238.75902
2,100.41451,257.371
2,112.15613,246.00552
2,108.97932,240.70193
2,117.729614,250.08379
2,113.18086,249.77939
2,108.56985,243.63673
2,128.55696,235.69182
2,118.08508,237.98228
2,122.54992,242.61139
2,122.544525,251.46707
2,140.71815,232.27614
2,128.05476,238.57074
2,131.85631,227.43787
2,142.76572,241.287
2,134.22433,232.8171
2,139.06535,230.35187
2,141.15025,238.60329
2,142.62204,231.21964
2,137.01944,237.09203
2,132.26302,238.80544
2,153.18175,236.44739
2,155.49097,240.75053
2,157.91574,249.26886
2,151.10255,239.40248
2,149.0351,244.12129
2,156.72888,243.81851
2,165.32465,247.31161
2,158.8972,234.95624
2,157.94165,240.24683
2,153.13321,241.05107
2,164.52077,241.73227
2,171.30476,238.57973
2,167.76418,220.11423
2,162.0408,245.67195
2,169.96614,229.66286
2,174.58531,224.39667
2,161.81915,232.1399
2,167.33705,224.68306
2,175.90115,240.68764
2,180.3446,234.26129
2,190.55162,231.46703
2,181.56929,230.52545
2,180.14973,236.60263
2,180.81615,229.415
2,174.50308,226.38269
2,192.84561,227.39383
2,189.05374,222.1289
2,183.37904,230.5138
2,198.4348,227.58527
2,190.14552,230.2767
2,200.20218,219.92204
2,188.90405,228.73112
2,193.24992,230.36075
2,206.84648,231.65749
2,206.51256,216.59334
2,208.86537,228.47057
2,206.02626,223.98138
2,218.23602,229.96637
2,202.19131,228.86009
2,216.08492,219.4907
2,208.58936,230.5079
2,203.09842,232.3673
2,218.8564,231.49353
2,216.43991,227.07742
2,213.65211,222.88525
2,225.7095,237.67903
2,204.31284,230.97995
2,215.56302,225.00307
2,217.94756,228.03954
2,227.88712,221.2786
2,236.10008,225.71648
2,217.37823,229.76157
2,232.43503,215.35275
2,233.29434,228.73695
2,222.13808,234.68826
2,235.44386,235.88095
2,230.55276,239.63593
2,230.06363,238.42014
2,232.3462,234.62799
2,224.10379,243.02003
2,230.01802,225.26741
2,220.61711,221.8144
2,240.36226,239.16191
2,223.16647,235.08847
2,229.1931,229.27423
2,243.46559,241.01547
2,240.31982,231.95003
2,237.31229,243.55858
2,242.78798,246.38805
2,241.99324,244.74002
2,235.36763,252.67001
2,230.95364,240.60039
2,246.5486,248.16937
2,241.26097,248.80293
2,236.35916,241.05322
2,233.85443,247.81718
2,228.78665,237.99362
2,237.41783,242.96498
2,229.53542,240.99734
2,237.15488,248.4025
2,239.95926,257.4561
2,236.63902,249.32558
2,240.88956,249.8869
2,233.5618,246.82112
2,250.82115,250.74272
2,248.85954,247.81337
2,242.62889,248.34705
2,239.9045,240.74901
2,234.4001,263.0477
2,236.94206,258.794
2,241.90918,252.63608
2,237.34138,256.60114
2,236.63974,266.2776
2,238.91168,276.81622
2,232.95233,259.5821
2,238.32841,260.43173
2,223.85442,254.53378
2,236.3305,264.32477
2,222.2504,259.31454
2,219.17435,263.59885
2,219.95345,267.19608
2,225.93555,273.2616
2,242.71143,258.7257
2,223.62653,255.89609
2,212.48586,267.84402
2,215.86813,272.66293
2,214.13022,264.31708
2,215.54816,257.9823
2,213.31827,276.62
2,190.28601,267.22122
2,205.13898,271.91153
2,214.95076,273.093
2,196.57597,263.24374
2,215.4642,267.57385
2,212.16719,269.33234
2,219.99156,267.48447
2,222.32889,263.64633
2,213.08286,274.82266
2,209.9475,265.15182
2,198.48819,274.7255
2,213.30609,274.5467
2,220.85788,277.2839
2,218.8373,285.29355
2,213.87317,267.3041
2,222.89716,274.63583
2,235.10948,287.72656
2,225.83849,280.27856
2,226.2913,291.88986
2,214.71523,278.67456
2,234.72998,281.38766
2,223.31375,283.10504
2,228.68262,281.47324
2,235.27576,283.97183
2,241.16159,291.7407
2,228.36057,284.78156
2,236.98029,291.72488
2,239.4262,289.9764
2,250.79422,291.53665
2,238.837,270.57916
2,251.7716,291.52823
2,251.16975,295.77957
2,260.1734,287.64783
2,233.65407,274.87558
2,251.74274,282.6105
2,246.46838,283.77145
2,255.58188,282.61655
2,260.74136,280.41037
2,260.05032,279.249
2,250.1905,275.663
2,254.35268,279.2644
2,264.48166,275.81857
2,250.7019,286.02576
2,269.86697,283.85568
2,260.8918,295.1537
2,263.08356,287.15744
2,262.52762,286.20728
2,262.1071,286.08566
2,271.82724,286.33142
2,261.55038,287.21884
2,267.27048,286.09045
2,273.6508,288.06396
2,272.4814,281.49576
2,269.72418,283.16125
2,264.4094,284.08438
2,272.89444,276.1831
2,277.9004,282.67462
2,269.52063,287.63632
2,278.027,275.5941
2,263.0866,272.17026
2,262.15692,272.9904
2,268.27484,278.9522
2,277.89157,280.82794
2,273.3531,289.03842
2,268.4299,274.63467
2,277.52182,280.6265
2,270.87903,274.2988
2,277.8944,284.9179
2,281.22742,272.24835
2,277.4041,288.77954
2,279.68378,272.59528
2,280.6674,284.0111
2,276.9869,276.92365
2,281.44748,259.3025
2,290.5402,273.488
2,287.35446,276.3047
2,295.23355,268.8083
2,284.4191,265.77478
2,303.17288,278.0217
2,292.86176,276.53256
2,299.26666,274.93185
2,292.04358,279.42313
2,300.87994,279.74994
2,306.28046,289.77176
2,310.136,282.31778
2,313.95926,284.18097
2,312.3814,276.12994
2,320.59537,273.48822
2,317.37192,276.59384
2,307.40237,274.8899
2,310.4281,277.0339
